NAICs,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
323115,RI,43928,44518,43266,42947,43493,39937,34480,0,0,49208,53294
33411,RI,0,0,0,67618,60391,54496,44518,43441,39634,41765,49214
334611,RI,0,0,0,0,0,0,0,0,0,0,*
423430,RI,84649,86262,87687,80373,75195,65674,61105,57899,60535,59130,56780
425110,RI,56255,58605,54880,58939,55363,51695,50699,48081,48940,50986,55401
443120,RI,0,69546,0,0,0,47779,51065,49405,49146,44299,39371
454111,RI,0,0,0,0,0,0,0,26480,38633,61727,38702
51,RI,86811,85126,82332,81576,82751,84267,83246,75131,48491,67517,48626
511210,RI,90573,92310,95181,87879,91400,148886,84810,88214,80307,99505,*
518,RI,63942,59135,60856,65351,68531,69618,83815,63804,56611,63935,57806
519130,RI,81486,77998,73508,52898,*,*,*,*,*,*,*
52,RI,150235,142820,138416,129270,122756,129091,130149,123604,119296,101697,84689
522320,RI,59214,0,0,49630,47782,40806,36561,37827,0,35366,39601
54151,RI,79051,77627,77928,82101,109316,72121,76726,77916,72886,66840,65912
611420,RI,0,0,0,0,0,0,0,0,0,0,*
811212,RI,49959,46627,52997,54186,52539,46788,42056,38077,35099,37254,33892
811213,RI,39663,0,39397,45740,47160,0,47493,50644,46338,41597,*
10,SC,252403,251919,248429,240437,231251,222131,214996,206788,202100,194363,185147
11,SC,28725,27497,27844,27768,26169,25338,24158,23139,22371,22905,21714
323115,SC,39943,42788,43175,43312,41114,37589,31813,26646,24185,24019,24537
33411,SC,59719,55571,56395,54472,53334,51397,49108,47868,44681,45945,46607
334611,SC,0,0,89928,78012,67065,61814,58708,55417,54878,59101,*
423430,SC,88556,86809,85512,86398,72124,69326,65787,70316,64527,63980,58679
425110,SC,57065,57047,57744,60352,53040,48598,44902,42513,43200,39150,35850
443120,SC,69779,64400,63681,61269,55054,56375,56324,54579,54523,58213,56080
454111,SC,37109,39723,0,32165,29876,28054,0,0,0,0,*
51,SC,103256,100880,94558,91378,90443,89619,87085,80836,112581,111782,75114
511210,SC,75016,69662,69278,64040,71712,60430,60026,60041,56958,55587,57426
518,SC,64694,65092,63863,67259,60553,57841,57621,47580,45380,53014,51216
519130,SC,53774,58028,57201,51991,*,*,*,*,*,*,*
52,SC,124813,119849,118409,115324,108367,105944,99623,95942,93630,88509,83057
522320,SC,28999,25117,28272,40960,38284,40727,38649,32410,28170,29716,27820
54151,SC,205511,182864,167985,151026,145127,88875,80686,73762,72304,70949,53255
611420,SC,61985,59794,0,0,0,45817,36798,33633,0,0,*
811212,SC,45663,40540,38715,33720,32128,33215,37235,29301,29130,29772,32145
811213,SC,39971,39900,40126,38600,38490,35583,32507,30057,31258,32979,34723
10,SD,230962,225987,221605,214467,206194,198813,192623,184432,178822,174834,168493
11,SD,30844,29874,28700,27625,25567,24811,24158,22694,21523,20256,20216
323115,SD,19532,21380,0,0,22432,0,21331,21322,20317,22983,*
33411,SD,60426,0,0,0,0,0,0,0,0,0,*
334611,SD,*,*,*,*,*,*,*,*,0,0,*
423430,SD,69997,62965,60664,63051,64697,59354,61732,59002,52773,58295,68156
425110,SD,118584,106405,90650,84431,61289,68026,82351,66856,53708,53934,57239
443120,SD,0,0,0,0,0,0,35805,33931,0,0,*
454111,SD,23623,0,0,0,0,42130,19575,19330,23389,0,*
51,SD,138392,112549,112301,107606,101250,61543,57711,55412,91259,89455,71052
511210,SD,0,0,0,0,0,0,56346,54304,59346,52628,53495
518,SD,55202,61897,65478,60811,48892,45418,53257,39782,72959,73979,61924
519130,SD,81061,33618,31506,27351,*,*,*,*,*,*,*
52,SD,106053,114240,113411,106142,102037,102882,97364,92745,89920,84356,81567
522320,SD,41884,37173,36406,35331,33013,33433,31635,30485,29653,28869,28769
54151,SD,109463,105637,108276,104915,104114,51533,53079,55072,53473,53162,50743
611420,SD,0,31491,31133,31315,0,0,0,31330,0,0,30366
811212,SD,64965,60276,62657,57300,55732,50966,49643,44912,43062,40370,*
811213,SD,33663,35394,35489,36635,0,33694,0,27922,19751,0,*
10,TN,265977,259986,259046,252882,243289,233347,228028,218292,210734,204485,196720
11,TN,27351,26169,26587,27084,26612,24974,24476,22391,21588,21358,21867
323115,TN,40019,43497,42208,40409,37280,37900,35300,41793,43408,42138,*
33411,TN,50685,48966,49372,48562,42982,0,0,0,42480,41708,38666
334611,TN,98492,92533,0,0,0,87898,0,75605,0,0,*
423430,TN,87724,77684,76864,72042,69367,66614,65379,62881,60570,61057,59799
425110,TN,61561,53443,56223,56033,55367,54948,49660,47595,41497,37624,36750
443120,TN,56279,55923,57250,55584,51499,49206,46322,43782,42015,39813,34904
454111,TN,37968,44142,43627,41210,39065,31335,29353,34754,30965,35833,*
51,TN,75247,72903,72869,71332,72999,66759,65367,62573,60632,59087,57530
511210,TN,131934,136533,155952,116739,175582,70479,67924,65679,66807,67185,77867
518,TN,60262,62741,57566,64139,57346,54601,53650,51001,47791,47617,49192
519130,TN,72520,69126,70883,69260,*,*,*,*,*,*,*
52,TN,147117,138199,138947,135076,129567,127580,124422,119269,115123,109336,106131
522320,TN,51089,50658,51185,57799,55858,48434,86665,41031,42127,40878,34672
54151,TN,75044,70667,70923,68647,65716,61461,60620,56026,57489,56613,56361
611420,TN,61645,60205,66589,56311,50420,43989,42542,39126,48560,51320,46147
811212,TN,42892,40228,39991,38804,37802,42364,39092,39731,34969,37833,38035
811213,TN,40306,39336,40745,38584,39439,43931,39190,39268,35438,31964,31290
10,TX,289446,283218,278528,270324,257365,245031,236734,227513,221153,213592,206826
11,TX,28410,27695,27112,25422,24391,22974,22004,20941,20233,19716,18991
323115,TX,41401,39972,38916,36861,36336,34311,32778,32195,32587,35462,31718
33411,TX,137055,130405,130720,130771,121151,109364,103848,100457,94735,95329,93139
334611,TX,92394,87891,84184,85462,84594,83166,82906,81399,82061,77635,79392
423430,TX,108633,109960,106828,104170,95163,98009,98123,93438,90552,109974,123721
425110,TX,67569,65418,68149,69003,64598,59864,59587,56371,53611,57603,61540
443120,TX,72303,69230,58054,57008,55695,50883,47916,48666,48717,46415,49427
454111,TX,48040,43786,38077,37327,34995,35881,36543,35526,34130,31740,32163
51,TX,148205,151900,149301,184245,175144,168246,163723,153306,146679,119564,90141
511210,TX,110487,106119,106895,102036,92500,87297,88973,82773,81210,83201,83651
518,TX,132794,145140,132930,123068,72245,67913,67767,61977,63423,64676,64182
519130,TX,72112,68465,69754,74474,*,*,*,*,*,*,*
52,TX,247498,238509,239842,227160,214586,210349,198504,191076,184624,176042,163956
522320,TX,58251,52434,52070,51157,47885,50594,51737,43682,40387,39318,35929
54151,TX,182949,180259,184670,186234,183066,167690,164548,114927,119191,111502,102686
611420,TX,61098,62012,65115,58811,55177,51465,50168,46335,46476,50115,47050
811212,TX,84108,80000,83265,44174,45100,42149,40969,38328,40596,41406,41049
811213,TX,58892,54288,52926,54607,54540,48119,47361,48425,49572,48188,46045
10,UT,259288,258183,251168,244180,231470,221671,215104,206816,202747,195872,189710
11,UT,27101,26194,26236,25427,23944,22431,21655,21033,20936,21113,19693
323115,UT,41240,42314,44787,44295,41534,39747,36557,35963,35981,36029,32548
33411,UT,79747,74822,76088,74951,74468,65956,63957,72873,72450,57831,51822
334611,UT,46786,47555,45989,44698,46395,43910,46854,46363,39603,38307,52434
423430,UT,75882,74853,75735,74512,70583,66362,67289,64472,67245,72301,79760
425110,UT,46605,44294,42651,49409,60679,51263,46644,43197,42852,43406,48707
443120,UT,59378,55574,52041,49342,44959,38838,39374,38599,38508,37464,39708
454111,UT,45885,42494,43101,38504,37605,37951,34265,31072,0,0,*
51,UT,180849,107817,107290,102651,99231,94778,86328,81712,84453,87467,80724
511210,UT,79425,74515,73423,74533,72816,90191,75425,72968,72436,71317,80003
518,UT,52023,48214,43672,41665,40282,36661,35979,34827,34050,35718,34335
519130,UT,66201,56576,54891,55566,*,*,*,*,*,*,*
52,UT,134257,128207,126665,122551,119402,117617,111743,105605,101639,95571,92312
522320,UT,49933,38444,36894,38084,36996,36096,36241,34473,33918,30718,28390
54151,UT,72619,73530,74800,71126,69069,65245,66503,64032,61537,59215,57532
611420,UT,0,0,51431,50795,49786,0,0,0,0,0,*
811212,UT,42480,42869,46696,44435,44871,45796,49082,46391,44425,62684,69648
811213,UT,62230,74696,63288,54647,53922,51037,57382,56982,52702,51625,50979
10,VT,266843,263228,260598,250150,240589,231184,224055,214500,206946,198863,185551
11,VT,27275,27407,26954,25561,23976,23228,22408,21689,21181,20664,19583
323115,VT,37198,37393,36470,38569,0,0,0,0,0,0,*
33411,VT,0,0,0,0,0,0,45434,44565,40998,40504,40832
334611,VT,0,66208,83156,95067,55175,0,0,0,0,0,*
423430,VT,143396,100997,99572,104655,95733,82330,60433,57445,85393,87470,70619
425110,VT,109256,85285,90111,0,0,0,0,0,0,39045,*
443120,VT,42449,55890,33103,39584,36866,32525,30041,31715,33639,36942,36822
454111,VT,33318,0,30692,31128,0,0,39193,36866,36019,36669,34688
51,VT,112019,111268,107536,62005,59339,57881,56532,53512,16456,87931,47924
511210,VT,78232,77760,73622,70918,71872,74362,66014,61676,62232,66985,60985
518,VT,41944,41880,37061,39756,38339,35298,32983,33436,34033,35546,28000
519130,VT,44666,45396,44126,43026,*,*,*,*,*,*,*
52,VT,133498,121607,130834,124557,115480,116575,110981,105857,99306,94680,90779
522320,VT,89822,0,0,0,0,0,0,0,0,121594,*
54151,VT,136063,133228,75032,75696,88333,72290,67832,63875,61199,59105,54848
611420,VT,0,0,0,38021,0,41471,0,0,0,0,*
811212,VT,35960,32895,30456,34706,35184,47158,46191,45334,43486,38378,43443
811213,VT,43109,43626,41840,38784,38673,41768,41787,42465,41606,38930,35491
10,VA,317877,310698,304882,296004,282094,270418,260179,248223,240375,231929,221312
11,VA,27347,26280,26985,26389,25238,24278,23275,22320,21324,20971,20279
323115,VA,0,0,0,43578,0,0,38303,36916,36494,38277,*
33411,VA,64116,59398,57986,52543,50293,47241,44388,46423,42954,37154,37334
334611,VA,86975,145679,0,142326,0,0,115151,102844,97280,82208,61747
423430,VA,148084,139509,134026,133557,121787,110386,109811,102252,97144,99223,116317
425110,VA,98375,99211,99010,97555,78226,78300,75747,71119,69705,74992,77137
443120,VA,77178,72819,64685,66687,68392,64586,63969,59252,57978,58786,62075
454111,VA,93975,83569,40446,31919,32662,26929,29220,27206,29285,32268,29791
51,VA,228903,202306,199328,194057,190436,168748,110794,100003,96620,107597,107255
511210,VA,118699,116674,115531,115004,113105,107045,102584,93382,91171,95126,102202
518,VA,81617,78647,76136,71953,94810,93539,145572,80463,82718,134701,115744
519130,VA,106950,93256,96155,104781,*,*,*,*,*,*,*
52,VA,180577,170894,168086,166511,161513,159244,151901,142896,133135,107708,100942
522320,VA,78737,75687,72681,72353,70326,66893,67300,67027,73360,58494,60588
54151,VA,230249,225713,219695,209151,205558,202615,137983,128646,125621,124278,117434
611420,VA,67797,0,0,0,0,0,0,0,47113,46013,42142
811212,VA,81933,74585,73371,61923,60417,57328,53596,48530,44509,43405,39175
811213,VA,65876,68945,70234,65206,62971,60782,59576,55279,53299,54665,57831
10,WA,314044,306869,299313,289489,275659,263963,256369,249661,243092,234361,226070
11,WA,65646,63368,63968,58710,55982,54185,51896,51264,48147,45502,18849
323115,WA,60789,63182,70735,69295,68171,64401,58400,54289,51932,57587,52225
33411,WA,142751,107745,98261,94282,85475,82383,78017,79583,70218,77220,95312
334611,WA,0,0,0,42548,41189,41376,41481,48065,44259,39448,41520
423430,WA,127258,112393,113432,114704,112215,100403,96636,87162,89747,87109,101287
425110,WA,77169,74842,78504,75589,71334,70272,65451,56050,55549,58701,54750
443120,WA,51314,49821,46554,44351,55655,53099,50584,59234,57635,57358,62368
454111,WA,96851,92170,92241,87172,82267,77911,82112,76496,83034,61135,70647
51,WA,245454,237208,233524,220449,198905,178366,171091,191699,187415,191431,207937
511210,WA,153884,146470,145014,136558,129149,115482,104747,181696,183740,212431,270054
518,WA,69251,69030,70485,67713,68001,61546,54714,52251,54742,112569,105276
519130,WA,93169,87686,98841,93389,*,*,*,*,*,*,*
52,WA,293969,291102,283845,273256,195606,192898,182438,172553,164113,154049,155915
522320,WA,62667,60081,62045,60137,61353,53570,59123,50085,49295,50987,54543
54151,WA,148746,140866,148394,145798,130194,129539,121628,121567,118695,115956,114249
611420,WA,0,71868,72140,72632,68184,62646,49584,46543,44794,44556,41076
811212,WA,46370,44518,45879,47950,47149,50483,52941,46519,43844,42959,42656
811213,WA,42509,45490,43115,44051,40610,39151,36597,35712,36178,35705,31785
10,WV,252049,251068,245533,232935,223200,215281,208321,201620,195204,188504,180057
11,WV,25767,25273,24683,24259,22986,21419,20605,19365,19009,19136,17763
323115,WV,0,0,0,0,0,0,0,*,*,*,*
33411,WV,*,*,*,*,*,*,0,0,0,0,*
334611,WV,0,0,0,0,0,0,0,0,0,53322,*
423430,WV,86961,81438,77189,69054,65440,58726,54747,54606,54871,52411,51842
425110,WV,41321,37613,36729,33139,35062,28408,27629,29521,30752,30527,36920
443120,WV,0,51715,0,0,0,39847,36904,0,28933,28942,*
454111,WV,25941,0,0,0,0,0,0,0,0,0,*
51,WV,101963,99277,96691,92344,90423,87353,51869,51041,82751,79308,76506
511210,WV,85768,87151,72477,68574,61314,58082,62003,65803,60815,0,*
518,WV,41807,39993,38518,36562,35548,31731,30587,29559,33731,29337,27380
519130,WV,56233,55909,49665,57743,*,*,*,*,*,*,*
52,WV,113807,108300,106039,103331,99479,96431,91628,88771,84565,81517,79884
522320,WV,0,72068,71161,72438,28429,0,0,0,0,0,*
54151,WV,67741,66644,66543,61715,60261,53398,51354,49107,47791,45517,43052
611420,WV,0,0,0,0,67972,57033,40682,29227,27356,28869,30154
811212,WV,33485,36256,49485,47528,46992,41041,40130,40497,38716,42353,39570
811213,WV,29752,32202,33293,31325,37111,30459,29400,27799,31064,33371,35909
10,WI,267303,264617,263161,255022,247692,237897,233221,225071,216437,210181,204207
11,WI,113731,96781,62594,57731,55686,55522,53717,22945,22484,21800,21283
323115,WI,44260,38774,41342,38014,37602,35119,33939,32096,31514,30552,28738
33411,WI,57503,57104,55078,54265,50636,53089,59316,56642,53019,49203,42998
334611,WI,0,0,0,60847,0,47835,0,0,0,0,*
423430,WI,85560,83530,80185,79754,76443,73257,72585,68623,66898,64011,66194
425110,WI,78696,67974,72875,62302,56270,51717,49562,45122,46366,45534,45668
443120,WI,37688,38480,40797,40134,39273,38192,36753,35105,34156,33584,32627
454111,WI,39156,31191,33082,36942,36509,37400,0,0,0,0,*
51,WI,78931,77135,76963,74897,71453,68434,66167,62721,60494,58853,57166
511210,WI,81193,75697,77611,70837,70774,64393,63923,57580,53538,48133,45148
518,WI,65049,67963,64455,64975,59278,57201,53130,51212,50659,48402,46526
519130,WI,61641,57376,59773,60766,*,*,*,*,*,*,*
52,WI,205343,195246,190832,187659,179918,176543,171718,161477,155529,144005,145838
522320,WI,57816,51860,49374,48245,47465,45298,35626,39803,37624,35224,36566
54151,WI,141917,136994,133598,128489,125590,118075,119818,61117,61252,61102,60717
611420,WI,69862,0,0,0,0,45369,37168,43822,0,0,*
811212,WI,39200,38284,40071,38647,40701,39183,38171,36339,36383,37870,38558
811213,WI,44721,40321,41413,50515,46948,41974,41822,35438,40053,33652,30495
10,WY,273608,269520,268282,256317,239876,221839,206617,201361,194042,185555,176265
11,WY,28362,27147,27651,26765,26017,24331,23044,22648,22215,22245,22134
323115,WY,0,0,0,0,0,0,0,0,0,0,*
33411,WY,0,0,0,0,0,0,0,0,0,0,*
423430,WY,53201,47934,53903,40884,36670,39348,45722,41154,34304,42647,45566
425110,WY,0,0,84991,80957,66686,61027,57987,55513,0,47144,51262
443120,WY,0,0,0,0,0,0,25882,24652,0,0,24326
454111,WY,30734,0,0,0,0,0,0,0,0,0,*
51,WY,82560,60953,59210,57017,52307,48038,47985,45259,15800,15087,44816
511210,WY,0,0,0,0,0,0,56744,83850,56588,0,*
518,WY,48081,48958,43404,38577,30736,23483,24392,23673,20522,23424,21632
519130,WY,83932,70838,92648,78008,*,*,*,*,*,*,*
52,WY,114587,109125,108506,103183,97058,96885,91808,88339,83409,83588,78131
522320,WY,40406,44542,0,0,0,0,45942,0,0,0,*
54151,WY,60738,62129,60214,57553,58793,54683,55071,54751,55654,47816,44830
611420,WY,0,*,0,0,0,0,33062,36443,38839,0,*
811212,WY,0,39838,39352,32065,30877,30219,29736,28676,35155,34003,38247
811213,WY,0,0,0,0,0,0,36319,53137,30865,31908,28661
10,PR,190443,195886,189194,185192,173350,167733,164484,159869,149176,140906,132349
11,PR,9664,9334,9170,8496,8223,8157,8027,8102,7985,7765,7506
323115,PR,26015,21473,23646,21092,22487,20768,19515,18826,19052,18640,*
33411,PR,0,0,47295,0,29309,30516,29613,0,0,0,*
334611,PR,0,0,0,0,0,0,0,0,0,0,*
423430,PR,81618,77806,78125,73988,69464,63163,60717,54854,54683,50505,49564
425110,PR,23095,22835,20278,18978,21096,23759,20834,22646,22142,21219,19440
443120,PR,31131,35590,35777,31538,29214,28849,29604,32806,32975,32043,29793
454111,PR,43280,41214,31255,27240,35095,0,0,39397,0,0,*
51,PR,39661,39810,38434,36188,35137,34334,33880,32310,32174,55293,52925
511210,PR,0,0,0,0,0,0,0,*,*,*,*
518,PR,46325,43196,43440,43326,40315,39668,39103,37874,37950,37520,35762
519130,PR,43962,46003,44307,48000,*,*,*,*,*,*,*
52,PR,108138,109740,108142,103805,98834,97791,93497,89828,88685,83718,77774
522320,PR,29608,27354,26740,24787,24141,21626,21456,17152,16779,15073,14272
54151,PR,84892,83146,81466,75048,71289,75032,75492,80648,72829,72061,71434
611420,PR,25758,24939,24070,22740,21631,21326,19714,18248,16370,20968,18442
811212,PR,25531,25807,24215,22476,21860,21342,23700,23232,20892,19083,20564
811213,PR,29702,39508,39211,27527,26770,19524,19656,25516,24244,25007,25267
10,VI,238801,224269,223408,220984,216208,200159,192939,190078,186321,176926,170367
11,VI,21455,22583,23629,0,0,0,0,0,0,0,*
323115,VI,0,0,0,0,0,0,0,*,*,*,*
33411,VI,*,*,*,*,0,0,0,0,*,*,*
334611,VI,*,*,*,*,*,*,*,0,0,0,*
425110,VI,*,*,*,*,*,*,*,*,0,0,*
443120,VI,0,0,0,0,0,0,0,0,0,0,*
454111,VI,*,*,*,*,*,*,0,0,0,0,*
51,VI,49835,46788,44590,42476,41306,0,37859,37274,34662,36596,38082
511210,VI,0,0,0,0,0,*,0,0,0,0,*
518,VI,0,0,0,0,29289,27254,26396,0,0,0,*
519130,VI,85647,49076,28919,0,*,*,*,*,*,*,*
52,VI,50360,52883,48287,111411,107205,105906,90004,90635,83518,78205,73354
522320,VI,0,0,0,0,0,0,0,0,0,0,*
54151,VI,60693,69523,67562,56408,48874,44674,48014,40827,38396,29017,*
611420,VI,*,*,*,*,*,*,*,*,0,0,*
811212,VI,0,0,23676,0,0,0,0,0,0,0,*
811213,VI,0,0,*,0,0,0,0,0,0,0,*
