NAICs,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
611420,MN,45,45,48,50,59,59,58,66,70,78,83
811212,MN,96,102,102,101,104,108,93,99,93,90,89
811213,MN,22,24,32,34,26,25,23,23,24,26,28
10,MS,142073,144368,144941,143148,140820,138658,136265,133493,132084,130052,131637
11,MS,1735,1769,1804,1837,1888,1883,1900,1882,1896,1939,1993
323115,MS,7,8,7,7,6,7,5,3,3,3,*
33411,MS,2,2,2,2,2,2,2,0,0,0,*
334611,MS,*,*,*,*,*,*,*,0,0,*,*
423430,MS,30,35,39,38,44,45,45,49,47,48,44
425110,MS,12,13,14,13,14,15,15,17,19,24,31
443120,MS,83,87,93,98,103,122,122,109,126,138,*
454111,MS,27,23,22,20,20,21,20,17,19,12,9
51,MS,1173,1239,1247,1202,1228,1262,1269,1230,1254,1201,1176
511210,MS,20,22,29,31,33,33,29,23,24,21,22
518,MS,59,52,49,41,69,79,81,79,86,89,89
519130,MS,16,15,11,7,*,*,*,*,*,*,*
52,MS,4673,4776,4793,4786,4668,4639,4517,4382,4248,4181,4256
522320,MS,22,20,20,19,20,17,16,16,14,16,*
54151,MS,749,722,666,578,523,476,419,388,418,452,438
611420,MS,15,17,15,10,8,10,13,13,16,15,14
811212,MS,55,57,58,56,56,55,49,53,50,48,51
811213,MS,19,20,17,20,23,27,31,30,28,28,24
10,MO,357519,356735,360488,359447,352837,348866,345029,341007,340188,335748,332491
11,MO,1317,1317,1321,1328,1292,1289,1256,1252,1274,1264,1238
323115,MO,55,54,49,48,50,55,48,49,46,38,*
33411,MO,10,10,11,13,11,13,15,14,15,0,16
334611,MO,8,8,10,12,11,11,13,13,0,0,17
423430,MO,121,126,140,155,166,173,198,220,254,286,287
425110,MO,90,91,88,87,96,108,123,132,151,165,159
443120,MO,190,200,262,267,276,290,275,273,278,286,303
454111,MO,190,188,173,150,133,98,71,0,0,0,*
51,MO,2941,2982,3048,3123,3093,3081,3230,3309,3439,3356,3170
511210,MO,194,207,214,226,248,281,327,416,425,391,285
518,MO,271,267,261,275,385,378,426,438,468,455,395
519130,MO,116,98,77,60,*,*,*,*,*,*,*
52,MO,10796,10900,10985,11116,10843,10675,10467,10158,10093,9785,9736
522320,MO,71,65,69,71,58,45,37,0,0,0,*
54151,MO,2970,2909,2865,2707,2470,2304,2188,2105,2227,2303,2173
611420,MO,72,75,74,69,63,63,60,49,55,55,48
811212,MO,154,153,143,143,137,136,132,139,144,150,141
811213,MO,31,29,29,31,31,33,35,35,42,47,52
10,MT,86559,87286,88033,86909,84104,82632,85759,86319,87025,83285,78856
11,MT,973,982,981,950,939,956,1015,1012,1026,960,906
323115,MT,5,5,5,5,4,5,6,0,0,7,*
33411,MT,3,3,3,2,2,2,3,0,0,0,*
334611,MT,1,*,*,*,*,*,*,*,*,*,*
423430,MT,16,13,16,14,16,18,21,28,32,34,28
425110,MT,12,12,14,14,19,19,20,21,21,22,24
443120,MT,53,57,82,89,80,88,95,105,121,125,119
454111,MT,50,44,33,32,31,20,18,8,0,0,*
51,MT,709,745,774,786,772,755,813,823,830,770,707
511210,MT,27,30,33,31,38,41,47,52,49,49,52
518,MT,64,70,71,66,104,96,111,108,99,84,69
519130,MT,28,21,21,15,*,*,*,*,*,*,*
52,MT,2008,2054,2099,2075,1954,1896,1973,1996,1979,1870,1775
522320,MT,20,15,15,16,18,17,13,11,11,9,7
54151,MT,598,577,547,510,485,450,426,434,418,381,317
611420,MT,8,7,6,7,9,8,7,12,14,0,*
811212,MT,42,42,43,47,47,45,39,43,41,35,25
811213,MT,17,17,15,13,13,14,16,13,12,12,12
10,NE,123287,123241,122879,121402,118506,116985,113996,113271,111905,108730,107661
11,NE,1586,1524,1430,1362,1359,1324,1299,1268,1209,1199,1156
323115,NE,4,5,6,6,6,5,4,5,0,5,*
33411,NE,3,4,3,5,6,6,7,6,7,7,9
334611,NE,3,3,2,2,2,2,3,4,3,0,*
423430,NE,79,77,73,64,53,55,51,59,73,71,65
425110,NE,23,28,34,35,30,27,28,35,41,43,66
443120,NE,112,114,118,117,124,133,124,0,134,144,*
454111,NE,63,56,52,45,40,33,25,0,18,14,*
51,NE,956,965,977,1005,975,972,935,988,1032,1030,973
511210,NE,32,32,33,33,35,35,34,38,33,35,34
518,NE,95,87,92,106,142,139,144,147,182,186,135
519130,NE,46,46,46,36,*,*,*,*,*,*,*
52,NE,4195,4231,4225,4227,4147,4003,3832,3815,3741,3491,3484
522320,NE,77,78,70,59,47,50,50,45,42,32,26
54151,NE,1245,1171,1115,1026,925,832,771,744,784,746,723
611420,NE,10,13,13,13,15,14,15,13,0,14,*
811212,NE,55,61,65,60,56,52,49,41,39,36,41
811213,NE,10,9,9,11,9,8,9,11,14,16,14
10,NV,145659,152334,155715,151592,145102,136119,127020,116914,105910,99841,100453
11,NV,283,282,275,274,274,271,261,254,239,223,221
323115,NV,41,38,38,37,31,27,16,18,17,18,12
33411,NV,7,7,6,5,6,7,7,7,9,13,15
334611,NV,*,1,*,*,*,1,1,0,0,0,*
423430,NV,32,33,29,30,28,27,33,40,35,36,38
425110,NV,12,12,16,15,17,20,24,24,29,35,32
443120,NV,64,69,84,93,104,106,108,112,115,127,142
454111,NV,211,196,172,148,120,99,77,67,0,55,*
51,NV,1206,1227,1241,1240,1203,1131,1091,1044,954,927,969
511210,NV,67,67,74,78,87,89,69,61,51,51,48
518,NV,175,169,162,166,212,194,176,174,147,149,186
519130,NV,125,117,101,91,*,*,*,*,*,*,*
52,NV,4775,5353,5743,5999,5906,5675,5400,5037,4445,3973,3942
522320,NV,89,94,93,94,87,81,66,58,46,37,31
54151,NV,1668,1643,1589,1466,1329,1125,1051,1029,847,770,802
611420,NV,55,52,55,56,45,34,31,31,0,29,*
811212,NV,95,94,95,91,79,67,66,58,52,48,52
811213,NV,22,21,16,15,18,18,18,17,15,16,16
10,NH,97994,99207,100676,100096,99064,97058,96323,94669,93857,94179,93928
11,NH,263,265,270,266,283,291,299,308,307,322,331
323115,NH,12,13,11,12,9,9,7,0,0,0,6
33411,NH,32,30,30,31,36,32,36,38,33,35,34
334611,NH,3,4,5,5,6,7,7,0,0,0,*
423430,NH,86,98,99,103,111,111,116,136,141,147,155
425110,NH,31,33,35,35,43,47,54,61,74,89,93
443120,NH,69,66,82,87,89,94,91,90,99,113,128
454111,NH,96,78,60,47,38,35,35,0,0,0,*
51,NH,789,815,804,811,856,858,854,885,940,983,981
511210,NH,112,115,120,121,134,144,152,157,193,206,204
518,NH,96,99,100,95,125,128,124,132,137,154,178
519130,NH,85,79,71,67,*,*,*,*,*,*,*
52,NH,2125,2209,2278,2302,2235,2131,2084,2037,1971,1974,1980
522320,NH,17,19,22,25,27,24,25,26,24,21,*
54151,NH,1686,1643,1584,1471,1348,1281,1206,1130,1138,1218,1251
611420,NH,23,25,23,23,21,26,32,32,34,37,38
811212,NH,55,62,71,71,73,75,64,59,52,58,69
811213,NH,21,22,24,24,24,22,20,21,0,0,*
10,NJ,539570,536492,548982,546048,553004,547152,534240,526658,519660,517691,556789
11,NJ,1006,981,967,963,984,989,1006,1028,1019,1001,1056
323115,NJ,87,76,73,66,60,52,46,45,45,42,44
33411,NJ,54,49,53,51,55,49,48,50,52,46,44
334611,NJ,15,17,17,17,22,21,20,26,29,24,19
423430,NJ,405,420,454,461,485,518,536,556,608,661,805
425110,NJ,188,208,247,291,314,311,316,333,325,325,344
443120,NJ,592,622,675,700,771,819,763,803,876,751,740
454111,NJ,239,208,181,153,116,100,92,0,0,0,*
51,NJ,4151,4104,4083,4061,4123,4027,4042,4112,4138,3949,3992
511210,NJ,302,265,268,243,225,221,212,213,238,249,252
518,NJ,518,495,500,503,742,757,817,855,898,848,801
519130,NJ,194,187,173,128,*,*,*,*,*,*,*
52,NJ,12580,12543,12701,12406,12055,11732,11120,10882,10327,10090,10406
522320,NJ,137,142,131,132,123,114,99,85,76,64,60
54151,NJ,8727,8440,8360,8138,7787,7733,8007,8517,8384,7550,7757
611420,NJ,104,110,112,118,119,128,134,140,155,140,142
811212,NJ,264,257,270,255,250,220,226,224,203,182,187
811213,NJ,51,58,65,66,67,62,62,66,72,70,77
10,NM,112910,111229,112344,110576,107712,104031,102572,103289,101557,100054,99089
11,NM,768,749,772,758,775,761,760,769,750,749,752
323115,NM,10,10,13,11,10,10,9,9,9,9,7
33411,NM,6,6,7,5,4,3,5,8,8,11,11
423430,NM,45,40,40,39,39,42,44,46,50,54,51
425110,NM,18,20,26,29,30,32,35,31,28,28,26
443120,NM,96,95,129,128,133,124,117,125,133,152,155
454111,NM,32,27,23,20,18,16,15,0,5,4,5
51,NM,1013,994,1015,1011,996,963,944,1011,1056,1049,1028
511210,NM,26,28,30,32,36,34,32,37,39,40,43
518,NM,94,86,83,75,121,127,133,142,150,142,113
519130,NM,32,28,27,26,*,*,*,*,*,*,*
52,NM,2733,2723,2793,2829,2770,2681,2623,2691,2648,2359,2316
522320,NM,25,29,32,28,28,26,25,28,20,20,17
54151,NM,995,922,882,830,727,667,648,636,631,651,618
611420,NM,10,12,14,16,21,21,21,20,16,12,12
811212,NM,57,60,64,71,74,59,49,48,35,36,45
811213,NM,6,7,6,7,6,6,6,0,5,5,*
10,NY,1180033,1171435,1169811,1157224,1141853,1126162,1109512,1095949,1086818,1086640,1063797
11,NY,2402,2391,2371,2306,2224,2199,2211,2233,2256,2273,2252
323115,NY,140,142,138,126,123,111,100,85,71,66,63
33411,NY,85,84,89,90,88,86,82,77,79,82,77
334611,NY,11,13,15,19,21,18,20,27,34,39,35
423430,NY,702,782,819,826,804,828,868,946,1042,1181,1191
425110,NY,158,172,187,197,204,208,246,292,339,404,463
443120,NY,595,671,650,660,624,629,696,775,867,946,994
454111,NY,792,730,669,592,553,508,444,413,410,501,513
51,NY,11490,11806,11808,11407,10894,10742,10989,11261,11916,12839,12696
511210,NY,345,345,377,383,315,317,319,328,373,421,458
518,NY,1067,1096,1094,1046,1476,1506,1656,1848,2153,2637,2495
519130,NY,801,726,658,504,*,*,*,*,*,*,*
52,NY,29378,30045,30680,30091,29024,28807,27637,27204,27622,27280,26477
522320,NY,489,361,329,295,287,241,212,191,188,165,142
54151,NY,11165,10936,10779,9910,9229,9078,9262,9663,10095,10621,9988
611420,NY,144,151,152,152,152,161,170,169,174,194,196
811212,NY,323,342,333,300,283,268,255,247,263,272,300
811213,NY,72,71,74,75,79,77,78,90,101,105,105
10,NC,511040,512080,523036,512384,495630,475524,465791,458331,474265,457406,453085
11,NC,2944,2896,2858,2810,2817,2848,2848,2904,3034,3045,3085
323115,NC,54,47,45,45,39,34,32,28,30,24,16
33411,NC,40,34,35,34,32,35,48,52,58,0,*
334611,NC,9,9,11,12,12,13,19,29,34,43,38
423430,NC,290,265,238,250,262,266,272,283,288,295,264
425110,NC,231,240,259,283,275,282,310,368,433,458,514
443120,NC,409,396,462,476,491,520,547,569,698,760,761
454111,NC,225,161,133,123,114,93,78,61,56,43,39
51,NC,4012,3839,3516,3485,3500,3426,3504,3618,3835,101,3426
511210,NC,338,294,274,282,298,310,314,319,367,343,305
518,NC,468,353,340,332,510,523,571,618,700,649,572
519130,NC,191,156,138,116,*,*,*,*,*,*,*
52,NC,13548,13311,13332,13235,12922,12626,12202,11989,12182,11734,11363
522320,NC,77,70,72,77,64,53,62,115,121,168,119
54151,NC,5490,4582,4122,4009,3790,3563,3432,3442,3694,3625,3475
611420,NC,93,81,78,74,86,91,96,98,112,112,107
811212,NC,214,193,184,177,173,175,173,152,153,143,142
811213,NC,44,39,40,39,38,42,42,38,40,37,37
10,ND,54563,53923,53563,52498,51862,51565,50477,49603,48952,48572,48087
11,ND,636,586,553,524,516,512,495,474,466,456,438
323115,ND,1,1,1,1,1,1,1,0,0,*,*
33411,ND,4,3,3,3,3,3,3,0,0,0,*
334611,ND,*,*,*,*,1,1,1,0,0,0,*
423430,ND,29,21,16,16,21,20,18,15,15,13,11
425110,ND,6,7,8,8,9,11,9,10,0,3,*
443120,ND,48,53,54,59,70,79,76,82,79,77,77
454111,ND,11,12,13,13,12,9,8,7,0,5,*
51,ND,434,428,444,457,460,447,441,440,450,447,439
511210,ND,19,22,21,22,19,15,15,15,16,14,14
518,ND,32,30,31,33,40,37,38,40,47,52,51
519130,ND,11,11,10,9,*,*,*,*,*,*,*
52,ND,1776,1744,1740,1692,1698,1700,1662,1616,1567,1537,1519
522320,ND,20,20,21,19,16,13,12,0,0,0,*
54151,ND,318,296,296,281,276,265,227,206,192,169,141
611420,ND,2,3,3,4,4,3,3,0,0,4,*
811212,ND,23,23,22,21,19,21,24,22,20,21,*
811213,ND,9,9,9,7,10,11,10,9,7,8,9
10,OH,586825,594312,604402,601718,596723,595379,591427,592923,587471,583846,579210
11,OH,1225,1213,1226,1229,1235,1225,1222,1251,1225,1193,1154
323115,OH,81,76,77,70,66,66,69,67,60,55,54
33411,OH,23,26,27,30,32,31,34,42,42,53,51
334611,OH,5,7,9,9,10,13,16,0,0,0,*
423430,OH,438,449,475,520,518,560,560,634,664,665,628
425110,OH,155,170,190,213,212,223,249,304,349,390,396
443120,OH,347,387,547,573,571,546,578,664,770,844,890
454111,OH,315,274,251,224,194,159,115,92,79,70,*
51,OH,4502,4479,4633,4548,4524,4359,4342,4492,4472,4315,4117
511210,OH,456,428,406,362,311,273,249,248,226,196,195
518,OH,399,397,387,364,738,721,745,782,800,750,709
519130,OH,190,172,153,124,*,*,*,*,*,*,*
52,OH,17476,17877,18436,18343,18249,17881,17493,17071,16493,16494,16140
522320,OH,262,256,249,249,242,236,187,288,243,202,181
54151,OH,5814,5612,5487,5258,4809,4591,4405,4659,4601,4671,4395
611420,OH,75,80,84,88,94,106,114,131,132,131,121
811212,OH,192,194,202,196,187,198,202,192,177,164,167
811213,OH,30,28,26,29,31,35,37,39,45,42,40
10,OK,210508,208325,207537,204518,198901,194889,190391,188701,186340,186584,183306
11,OK,805,795,780,783,759,746,731,701,700,674,665
323115,OK,19,18,18,18,17,18,20,19,21,23,18
33411,OK,12,16,15,16,15,15,14,14,16,19,19
334611,OK,3,4,4,3,4,4,5,3,3,0,*
423430,OK,87,88,98,90,88,89,88,88,92,89,82
425110,OK,34,35,42,49,59,65,66,65,72,78,75
443120,OK,156,167,184,194,212,236,247,267,287,325,334
454111,OK,76,68,65,54,45,33,27,0,25,14,*
51,OK,1755,1839,1882,1877,1816,1751,1706,1774,1770,1783,1696
511210,OK,101,150,144,139,125,93,81,101,98,103,96
518,OK,148,113,103,102,204,198,201,232,241,246,206
519130,OK,54,55,56,55,*,*,*,*,*,*,*
52,OK,6759,6756,6804,6728,6580,6367,6112,5761,5782,5824,5620
522320,OK,39,42,42,45,43,45,40,36,22,19,15
54151,OK,1354,1310,1269,1186,1057,999,928,912,930,955,917
611420,OK,18,16,12,13,15,18,21,0,23,21,15
811212,OK,64,68,76,84,87,91,92,83,72,72,68
811213,OK,21,20,19,16,17,19,23,25,24,26,26
10,OR,258822,257692,260974,265357,258457,247423,237630,236829,228842,224852,225632
11,OR,3630,3578,3595,3658,3652,3576,3538,3547,3533,3557,3600
323115,OR,29,22,21,19,21,16,13,10,11,10,13
33411,OR,29,30,30,32,31,34,32,39,39,41,45
334611,OR,3,3,3,1,1,1,*,*,0,3,*
423430,OR,90,96,99,103,105,109,117,141,145,159,152
425110,OR,26,30,32,39,48,45,49,59,63,73,63
443120,OR,130,139,141,138,147,146,139,151,182,208,232
454111,OR,258,259,238,214,191,164,130,99,82,63,*
51,OR,2471,2423,2514,2555,2418,2296,2193,2270,2269,2197,2184
511210,OR,606,603,613,594,524,467,424,428,426,421,412
518,OR,261,252,244,257,340,309,274,273,271,282,290
519130,OR,148,127,118,98,*,*,*,*,*,*,*
52,OR,6092,6211,6515,6844,6672,6283,5964,5890,5659,5466,5456
522320,OR,53,54,59,58,57,50,48,45,41,40,32
54151,OR,1871,1821,1772,1773,1688,1506,1375,1394,1352,1417,1451
611420,OR,26,28,35,32,37,36,41,46,46,43,*
811212,OR,107,122,136,136,136,133,120,113,109,107,110
811213,OR,11,13,12,10,12,11,12,13,11,11,11
10,PA,691879,691538,694504,688564,676842,671275,663584,656383,649914,673136,636692
11,PA,1844,1842,1846,1839,1833,1858,1859,1884,1935,2093,1910
323115,PA,87,76,69,70,69,65,54,43,39,36,35
33411,PA,50,52,56,62,62,68,68,79,0,85,*
334611,PA,8,11,15,14,18,20,28,44,68,102,90
423430,PA,253,283,301,321,333,351,432,487,549,627,572
425110,PA,160,193,208,225,241,285,348,420,464,462,437
443120,PA,290,305,516,516,558,488,543,616,626,738,712
454111,PA,336,306,294,256,219,167,130,85,67,62,45
51,PA,4777,4909,4861,4902,5054,5168,5414,5702,6046,6610,5727
511210,PA,222,234,228,222,232,251,263,281,316,372,369
518,PA,554,558,549,570,911,986,1094,1305,1559,1868,1588
519130,PA,231,223,224,187,*,*,*,*,*,*,*
52,PA,18295,18551,19050,19086,18939,18807,18434,18217,17902,18074,16956
522320,PA,99,105,102,102,102,97,107,88,83,82,77
54151,PA,6325,6229,6074,5658,5188,5123,5151,5130,5015,5166,4330
611420,PA,98,112,117,109,106,111,120,124,131,138,121
811212,PA,198,211,223,220,214,219,214,206,202,214,211
811213,PA,44,47,51,54,60,65,66,65,66,66,61
10,RI,70835,71379,72279,73000,72575,71965,70831,69692,69024,67941,67139
11,RI,164,168,169,162,167,167,162,165,0,0,181
323115,RI,16,17,15,16,12,12,9,0,0,7,6
33411,RI,3,3,3,3,3,6,7,5,7,5,5
334611,RI,1,1,1,1,2,2,1,0,0,0,*
423430,RI,20,19,19,22,24,27,32,35,40,41,39
425110,RI,12,14,16,14,16,18,20,24,28,33,37
443120,RI,39,40,42,45,47,52,58,69,71,76,90
454111,RI,37,32,29,26,24,21,15,14,13,15,17
51,RI,752,766,702,675,646,628,622,607,616,584,551
511210,RI,128,134,132,130,129,136,139,135,150,141,*
518,RI,98,97,96,88,95,94,101,98,98,93,86
519130,RI,46,43,39,35,*,*,*,*,*,*,*
52,RI,1575,1646,1732,1783,1727,1685,1608,1514,1498,1481,1464
522320,RI,32,37,38,34,35,28,24,19,0,20,20
54151,RI,900,871,818,799,720,680,628,587,627,624,595
611420,RI,14,16,15,12,12,12,15,0,0,0,*
811212,RI,39,40,42,42,39,37,38,38,46,45,43
811213,RI,5,4,5,8,8,8,5,6,7,6,*
10,SC,225463,230952,240405,237732,260506,240313,227644,232422,240646,233057,229712
11,SC,1008,1045,1097,1111,1293,1234,1205,1287,1406,1415,1445
323115,SC,20,18,20,17,16,15,12,9,7,6,8
33411,SC,15,17,18,12,12,13,11,11,13,12,12
334611,SC,6,6,5,4,7,6,5,8,11,12,*
423430,SC,164,213,299,364,506,449,384,359,331,207,149
425110,SC,129,142,148,127,136,138,148,187,236,287,302
443120,SC,166,178,196,222,271,259,243,277,332,360,364
454111,SC,83,73,69,58,67,46,41,0,0,0,*
51,SC,1739,1764,1785,1506,1598,1451,1387,1428,1538,1554,1507
511210,SC,106,98,95,74,89,86,73,77,79,78,74
518,SC,174,168,167,161,238,204,175,159,181,210,210
519130,SC,74,60,50,34,*,*,*,*,*,*,*
52,SC,6525,6714,7003,6925,7228,6733,6413,6359,6290,6000,5796
522320,SC,73,72,70,64,59,49,41,35,36,33,31
54151,SC,1653,1613,1636,1500,1570,1338,1194,1287,1435,1439,1288
611420,SC,36,29,35,25,30,29,26,31,0,0,*
811212,SC,77,76,77,82,86,63,61,64,64,59,54
811213,SC,20,28,29,29,35,30,30,33,34,32,29
10,SD,64215,63982,63463,62696,61523,60474,59170,57932,57429,56865,56112
11,SD,613,575,537,505,489,471,454,427,406,396,388
323115,SD,3,3,2,2,3,3,3,4,4,4,*
33411,SD,3,4,3,3,3,4,3,0,0,0,*
334611,SD,*,*,*,*,*,*,*,*,0,0,*
423430,SD,35,33,26,24,25,27,28,34,41,43,37
425110,SD,11,10,9,8,9,9,9,10,15,16,17
443120,SD,42,46,47,47,52,56,59,60,0,0,*
454111,SD,33,26,25,22,14,12,6,4,3,0,*
51,SD,539,528,508,504,513,494,485,465,507,528,521
511210,SD,9,8,6,7,7,9,9,13,14,14,12
518,SD,36,32,25,20,31,33,33,34,48,44,43
519130,SD,13,14,8,5,*,*,*,*,*,*,*
52,SD,2058,2052,2049,2014,1989,1963,1961,1915,1893,1817,1779
522320,SD,28,29,28,28,25,21,26,27,29,26,25
54151,SD,435,415,397,354,311,285,260,233,232,240,226
611420,SD,7,7,8,9,7,6,4,6,0,0,5
811212,SD,30,32,30,28,30,27,25,17,18,20,*
811213,SD,8,7,7,8,7,7,7,6,5,0,*
10,TN,281639,285196,289519,285359,275038,266294,261678,257798,254113,253451,254373
11,TN,756,762,752,741,731,713,721,735,740,767,765
323115,TN,39,33,30,28,25,23,21,18,14,13,*
33411,TN,11,10,13,12,10,10,11,0,13,14,14
334611,TN,4,5,5,4,5,6,5,5,0,0,*
423430,TN,141,154,156,149,152,156,167,173,175,190,199
425110,TN,75,78,85,91,93,94,99,113,137,161,165
443120,TN,198,199,204,216,230,227,238,255,272,290,308
454111,TN,181,165,151,130,103,75,61,49,42,50,*
51,TN,2530,2596,2589,2419,2359,2318,2323,2298,2250,2340,2333
511210,TN,110,87,75,65,54,54,51,55,58,57,67
518,TN,255,240,225,205,259,232,247,242,268,322,321
519130,TN,100,100,102,80,*,*,*,*,*,*,*
52,TN,8531,8713,8838,8811,8610,8235,8016,7715,7154,7200,7074
522320,TN,132,134,130,116,105,90,79,76,81,81,72
54151,TN,2471,2382,2313,2082,1853,1705,1583,1531,1488,1520,1470
611420,TN,38,43,42,41,35,29,29,38,44,51,58
811212,TN,110,113,118,110,115,113,103,98,103,105,106
811213,TN,37,34,36,38,42,40,39,35,36,41,45
10,TX,1165372,1152378,1147341,1156015,1090360,1062180,1041931,1021319,1011690,1002771,983684
11,TX,9345,9403,9496,9686,9477,9511,9439,9547,9728,9978,9919
323115,TX,156,137,126,112,97,94,89,78,71,69,63
33411,TX,113,114,114,116,116,127,128,121,140,150,127
334611,TX,40,41,45,49,58,57,69,79,102,136,163
423430,TX,828,849,894,947,908,940,993,1045,1143,1238,1175
425110,TX,415,451,482,540,535,575,646,717,790,810,817
443120,TX,802,837,1255,1249,1122,1223,1223,1062,1172,1257,1359
454111,TX,702,647,616,544,435,362,305,232,189,193,162
51,TX,9839,10168,10067,10070,9590,9405,9538,9514,9876,10277,10047
511210,TX,767,779,749,761,749,773,785,839,930,1033,1034
518,TX,1119,1128,1147,1085,1553,1484,1546,1599,1757,1936,1797
519130,TX,416,398,337,286,*,*,*,*,*,*,*
52,TX,34877,34758,34958,34910,33007,31985,31258,29917,29337,29069,28440
522320,TX,364,342,322,323,292,266,220,188,150,140,122
54151,TX,13022,12426,11961,11392,9681,9114,8620,8241,8152,7986,7378
611420,TX,214,222,231,238,219,231,234,234,248,247,235
811212,TX,559,553,547,575,547,515,460,442,445,418,426
811213,TX,125,131,131,142,126,124,124,132,142,146,143
10,UT,169744,173622,177434,176071,174568,165659,156020,147182,143890,140434,134961
11,UT,352,389,390,387,392,374,368,357,349,338,334
323115,UT,23,22,22,21,22,19,19,16,14,12,10
33411,UT,18,22,26,32,31,24,23,23,25,24,26
334611,UT,12,13,17,14,14,14,14,14,14,18,17
423430,UT,221,232,226,213,201,194,162,155,149,134,99
425110,UT,55,62,66,63,70,79,76,78,88,92,88
443120,UT,127,139,156,163,182,184,187,190,200,216,242
454111,UT,302,285,268,252,254,196,141,98,0,0,*
51,UT,1746,1746,1733,1772,1851,1809,1677,1608,1624,1630,1535
511210,UT,238,224,210,210,215,206,177,158,156,150,149
518,UT,235,220,199,185,338,357,341,330,333,361,320
519130,UT,153,141,133,123,*,*,*,*,*,*,*
52,UT,5255,5534,5723,5823,5734,5338,5029,4625,4334,4134,4016
522320,UT,70,68,75,73,86,75,64,54,40,37,31
54151,UT,2117,2053,1997,1954,1823,1636,1481,1353,1351,1365,1264
611420,UT,20,22,24,21,21,20,20,0,0,0,*
811212,UT,76,71,75,75,86,81,69,61,64,63,65
811213,UT,21,23,22,23,25,19,18,18,20,22,23
10,VT,50101,50907,51557,51232,51004,50901,50494,49623,49224,49997,49273
11,VT,392,391,381,362,356,359,363,352,349,327,303
323115,VT,4,4,4,5,4,4,2,0,0,0,*
33411,VT,2,2,2,2,2,2,5,6,6,6,6
334611,VT,2,3,3,3,3,2,2,0,0,0,*
423430,VT,47,49,49,43,35,37,38,34,34,34,31
425110,VT,17,17,12,8,5,4,5,0,0,9,*
443120,VT,25,26,29,31,32,35,31,30,33,35,43
454111,VT,31,29,26,22,17,18,17,11,9,10,6
51,VT,488,495,514,523,516,519,533,520,12,528,487
511210,VT,29,30,32,34,34,37,44,43,46,47,37
518,VT,34,35,34,27,43,45,45,46,49,61,50
519130,VT,14,14,17,15,*,*,*,*,*,*,*
52,VT,946,977,1001,1025,990,966,957,947,912,888,903
522320,VT,11,11,12,11,9,8,8,0,0,6,*
54151,VT,493,500,508,457,414,383,374,365,369,360,356
611420,VT,9,8,5,5,4,4,5,0,0,0,*
811212,VT,21,23,26,28,26,23,28,26,23,25,25
811213,VT,8,8,7,8,8,9,7,9,8,8,9
10,VA,468166,466477,468310,460753,439257,432329,415199,406188,401987,397490,391097
11,VA,1602,1623,1639,1657,1651,1689,1677,1671,1723,1737,1737
323115,VA,34,35,37,35,31,31,25,21,20,23,*
33411,VA,55,52,41,32,28,26,30,31,32,32,34
334611,VA,7,7,7,10,11,13,14,15,16,22,23
423430,VA,342,356,375,411,439,502,584,662,679,628,570
425110,VA,119,120,124,135,139,147,173,208,266,304,299
443120,VA,246,256,346,371,365,347,356,383,472,531,575
454111,VA,204,199,192,167,142,117,96,90,92,95,92
51,VA,4155,4280,4180,4067,4110,4057,3993,4013,4088,4210,3945
511210,VA,233,240,239,202,188,190,192,195,204,216,220
518,VA,738,749,722,657,882,890,877,893,947,1030,939
519130,VA,195,200,192,169,*,*,*,*,*,*,*
52,VA,11441,11838,12149,12104,11762,11431,10679,10384,10136,10114,10053
522320,VA,89,84,88,82,80,74,59,56,58,56,42
54151,VA,11036,10925,10613,9779,8780,8019,7572,7183,7037,6836,6262
611420,VA,88,91,95,102,111,134,136,0,149,152,155
811212,VA,179,185,186,205,209,220,199,178,185,194,192
811213,VA,63,64,61,67,66,62,60,66,72,67,61
10,WA,468944,453127,445791,440528,430857,422571,427255,460566,457267,447460,442017
11,WA,7357,7518,7638,7883,8090,8306,8503,8962,9625,9986,10450
323115,WA,41,44,39,42,35,26,23,27,29,25,27
33411,WA,42,44,43,45,44,46,41,44,48,52,57
334611,WA,2,2,3,4,4,5,6,8,9,10,9
423430,WA,368,399,436,453,471,501,584,769,930,926,788
425110,WA,55,54,59,66,76,82,92,109,151,183,187
443120,WA,235,239,270,280,280,258,282,351,404,434,485
454111,WA,379,341,287,246,226,206,173,153,146,133,152
51,WA,3442,3462,3418,3459,3382,3229,3027,3142,3391,3418,3446
511210,WA,498,544,593,626,617,576,525,511,528,477,405
518,WA,382,366,356,349,479,431,352,384,467,511,570
519130,WA,290,276,220,167,*,*,*,*,*,*,*
52,WA,8991,9304,9587,9571,9219,8748,8428,8391,8409,8247,8935
522320,WA,83,76,76,80,80,76,67,60,64,54,59
54151,WA,4116,3875,3531,3059,2662,2447,2363,2508,2848,2855,2817
611420,WA,65,64,65,69,67,80,80,100,118,109,115
811212,WA,157,154,151,159,160,155,140,156,162,149,143
811213,WA,16,15,16,18,20,22,24,25,27,32,35
10,WV,100597,100660,101245,101492,99905,99535,98911,97514,97672,95859,96053
11,WV,436,456,473,495,512,545,575,568,583,624,656
323115,WV,1,1,1,1,1,1,1,*,*,*,*
33411,WV,*,*,*,*,*,*,1,0,0,0,*
334611,WV,2,3,3,4,4,4,4,0,0,7,*
