NAICs,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
443120,MA,1981,2020,2969,2841,2849,2856,2901,3466,4009,4763,5229
454111,MA,2175,1931,1883,1587,1379,1211,0,0,0,0,*
51,MA,90701,90398,95162,93796,93173,93178,93226,97162,106164,117727,117117
511210,MA,23317,22006,22541,21929,20986,20534,18970,19565,21221,24540,24783
518,MA,6548,6554,6828,7421,10077,10277,9783,9993,12394,14905,14823
519130,MA,6012,4575,4825,3928,*,*,*,*,*,*,*
52,MA,168987,173469,179387,181736,179816,176588,172238,176622,181607,183521,179733
522320,MA,685,605,583,555,425,417,348,372,329,320,274
54151,MA,55206,55218,54646,51480,47651,44604,42844,42998,48393,60146,59761
611420,MA,635,593,575,525,530,612,626,660,674,827,980
811212,MA,1926,1907,1959,1826,1580,1696,1741,1882,2022,2219,2544
811213,MA,145,128,368,475,465,370,298,124,151,182,229
10,MI,8130897,8151409,8748287,8972718,9093510,9226679,9240138,9283390,9424632,9596870,9800423
11,MI,26524,26378,25555,25297,24544,24328,24355,23754,23455,24212,23208
323115,MI,302,264,289,399,447,447,367,358,382,397,345
33411,MI,570,766,960,1044,1121,1210,1272,1377,1490,1872,1994
334611,MI,44,0,0,0,0,107,0,0,0,0,*
423430,MI,4597,5154,5517,5475,5284,5013,4962,5258,6396,6918,7211
425110,MI,1505,1541,1752,1806,1742,1949,2179,3639,4093,4180,4300
443120,MI,2916,3154,3295,3597,4048,4026,3817,3822,4837,5487,5919
454111,MI,1798,1733,1631,1368,1254,1099,1053,1042,0,283,*
51,MI,59108,60047,66127,69191,70052,71145,71959,73964,77265,78807,79454
511210,MI,4993,4098,6583,6512,6812,6975,7330,7778,8056,8271,8289
518,MI,3386,3237,3402,4455,5619,5784,5835,6108,6572,6373,6285
519130,MI,736,425,415,341,*,*,*,*,*,*,*
52,MI,130882,135092,145292,151722,155800,157180,156469,157740,153864,150127,148235
522320,MI,326,335,345,331,302,335,308,274,337,566,528
54151,MI,39552,38633,42313,41559,41067,40458,38807,39884,40346,47666,49071
611420,MI,330,335,436,422,410,432,459,470,544,759,877
811212,MI,537,581,698,791,836,957,917,887,947,947,1043
811213,MI,148,129,180,173,217,207,213,269,300,346,358
10,MN,5490541,5512909,5734392,5746344,5714299,5654479,5570778,5522939,5542940,5588048,5557887
11,MN,18455,18074,17972,17747,17352,17017,16707,15991,15768,15533,14983
323115,MN,713,391,401,334,0,0,0,0,131,117,102
33411,MN,9586,10506,12529,13166,14492,14521,14863,15227,16382,17217,17817
334611,MN,134,168,189,247,213,167,271,311,353,0,*
423430,MN,4577,4666,5214,4948,5456,5417,5234,5386,5840,6215,6527
425110,MN,474,452,553,561,528,514,594,617,980,1203,1304
443120,MN,976,982,985,1121,1262,1372,1462,1640,1912,2205,2557
454111,MN,742,594,585,445,302,289,262,239,155,0,201
51,MN,57649,58642,61486,61687,61613,62885,63909,64327,71125,73810,72952
511210,MN,6185,5553,6143,5886,5695,5684,5609,5728,6180,6135,6139
518,MN,7710,7401,7553,7679,8649,8127,8081,8498,11621,11756,11321
519130,MN,752,765,801,751,*,*,*,*,*,*,*
52,MN,134028,135034,137543,138842,140310,139645,137239,137078,133383,131279,127781
522320,MN,1761,1913,2084,2047,1547,1575,1129,382,383,457,473
54151,MN,27741,27577,29582,29542,26230,25134,24126,23196,24454,27793,29723
611420,MN,0,162,198,202,189,202,201,235,316,429,905
811212,MN,475,503,526,486,1195,1381,1836,1923,1873,1756,2035
811213,MN,65,75,128,184,184,441,103,101,91,84,84
10,MS,2390515,2405180,2503036,2507582,2477262,2455953,2446479,2426298,2438187,2449618,2495132
11,MS,13214,12881,13519,14257,14854,15768,16086,15965,16211,17169,17741
323115,MS,32,36,38,41,35,37,28,20,10,10,*
33411,MS,0,0,0,0,0,0,0,0,0,0,*
334611,MS,*,*,*,*,*,*,*,0,0,*,*
423430,MS,244,270,290,307,324,314,314,305,301,375,402
425110,MS,15,21,31,27,22,21,21,34,63,82,160
443120,MS,0,0,0,0,0,0,0,720,785,807,*
454111,MS,0,0,0,0,0,126,80,76,82,35,33
51,MS,13774,14273,14954,14866,15153,15830,16134,16636,17603,18479,18404
511210,MS,224,206,213,233,227,194,159,148,132,178,165
518,MS,413,336,278,201,375,391,469,552,580,560,676
519130,MS,29,28,16,0,*,*,*,*,*,*,*
52,MS,32742,33389,34187,34446,33939,33833,33473,33649,33578,33770,33667
522320,MS,116,70,64,57,63,45,36,37,28,21,*
54151,MS,4000,4099,4401,4299,4054,3575,2676,2193,2209,2134,2090
611420,MS,192,191,0,0,162,190,187,165,135,121,93
811212,MS,135,176,184,196,209,204,220,237,257,265,271
811213,MS,59,59,63,72,71,74,187,367,320,388,368
10,MO,5578168,5649735,5860455,5862975,5819014,5745959,5668389,5646922,5666374,5716525,5756361
11,MO,10996,10830,11233,11218,11413,11299,11087,10996,10970,11020,10880
323115,MO,773,537,682,788,776,780,684,607,569,593,*
33411,MO,70,78,98,97,74,206,248,237,230,0,205
334611,MO,173,188,197,183,0,0,122,133,0,0,94
423430,MO,2777,2605,2713,2685,2726,2519,3122,3475,3328,3263,3381
425110,MO,1141,1308,1125,1012,917,855,930,1358,1708,1905,1921
443120,MO,971,1146,1458,1435,1655,1888,1900,1974,2001,2831,3031
454111,MO,2160,1913,1928,1723,1650,1429,1241,0,0,0,*
51,MO,63969,67907,70027,68912,68450,69065,71031,73389,76334,79241,84449
511210,MO,2810,2782,2762,2602,2259,2234,2356,2549,2421,2563,2322
518,MO,10284,10914,12033,11886,13333,12791,12132,12663,10655,10423,10375
519130,MO,461,339,371,335,*,*,*,*,*,*,*
52,MO,120558,120207,120947,121093,120492,118406,118019,118955,117354,116496,114849
522320,MO,644,680,1302,1569,1172,1153,1122,0,0,0,*
54151,MO,22469,22009,23622,22432,21474,20844,19092,17325,17700,19660,19618
611420,MO,406,429,423,411,0,366,361,363,366,450,436
811212,MO,659,698,783,787,786,761,813,802,812,825,935
811213,MO,201,212,223,239,244,223,221,230,238,307,346
10,MT,922830,925845,956133,953243,932271,906239,886571,866382,854097,844924,830841
11,MT,4382,4235,4472,4533,4430,4417,4488,4424,4342,4152,4353
323115,MT,16,26,30,0,0,30,0,0,0,29,*
33411,MT,15,16,0,0,0,0,0,0,0,0,*
334611,MT,0,*,*,*,*,*,*,*,*,*,*
423430,MT,95,86,106,104,88,73,74,82,91,109,123
425110,MT,52,54,59,61,97,90,85,83,79,82,97
443120,MT,236,241,641,650,658,662,625,646,648,663,666
454111,MT,156,158,107,0,0,44,32,10,0,0,*
51,MT,7450,7515,7669,7670,7736,7785,7773,7667,7780,7940,7816
511210,MT,65,77,90,88,98,97,108,108,109,110,116
518,MT,784,634,539,522,677,727,770,673,645,625,607
519130,MT,54,48,44,32,*,*,*,*,*,*,*
52,MT,14944,15494,15820,15649,16050,15606,15380,14930,14295,13820,13454
522320,MT,108,62,58,58,51,43,33,30,24,10,6
54151,MT,3156,3132,3107,3002,2977,2792,2570,2890,3133,3035,2227
611420,MT,7,0,0,8,13,12,13,11,13,0,*
811212,MT,134,143,140,155,161,165,133,103,96,79,47
811213,MT,63,70,75,79,70,72,82,77,72,56,49
10,NE,1953903,1961799,2001794,1987862,1958750,1937624,1916377,1901471,1898518,1916268,1910201
11,NE,11819,11538,11036,10998,10540,10374,9912,9670,9496,9931,9093
323115,NE,62,76,82,83,70,60,52,54,0,9,*
33411,NE,0,0,0,0,524,529,498,308,341,291,270
334611,NE,0,0,0,0,0,0,0,75,65,0,*
423430,NE,1136,1231,1274,1299,1332,1450,1726,1890,1817,1921,1816
425110,NE,137,160,194,152,140,128,136,173,146,280,484
443120,NE,0,0,0,0,0,0,0,0,1106,1260,*
454111,NE,0,0,780,723,756,520,0,0,168,161,*
51,NE,17040,17605,18913,19748,19648,20505,21586,21596,24834,25919,27121
511210,NE,324,323,512,565,340,383,350,341,298,357,409
518,NE,4596,4667,5043,5505,6168,6816,7936,7623,10420,10882,11918
519130,NE,178,192,183,129,*,*,*,*,*,*,*
52,NE,53534,53934,54781,54472,53356,52112,50402,50037,49097,49802,49556
522320,NE,3911,3741,3913,3513,2900,2313,2050,1771,1316,1004,706
54151,NE,9954,9544,9689,9129,8584,7868,7291,7086,7268,7775,7991
611420,NE,46,58,68,71,72,71,84,68,0,71,*
811212,NE,342,357,376,356,220,219,175,337,403,302,187
811213,NE,113,113,116,108,113,107,138,142,95,91,89
10,NV,2366520,2428496,2662098,2721896,2689707,2572262,2427018,2292538,2217513,2210147,2151061
11,NV,2236,2277,2394,2356,2311,2175,2142,2115,2159,2130,2151
323115,NV,385,342,382,403,306,248,164,145,120,131,133
33411,NV,161,145,139,110,110,104,97,79,108,227,336
334611,NV,*,0,*,*,*,0,0,0,0,0,*
423430,NV,678,727,652,639,633,599,642,644,601,503,426
425110,NV,38,42,135,133,155,161,145,123,148,145,168
443120,NV,522,566,715,708,824,864,824,810,884,1015,1234
454111,NV,2483,2338,2693,2490,1984,1676,0,1239,0,1458,*
51,NV,13391,14107,15955,16856,16049,15550,15742,16661,17706,18858,19211
511210,NV,644,605,654,635,625,605,456,457,605,674,504
518,NV,593,515,571,568,782,684,692,726,728,980,1061
519130,NV,439,669,486,407,*,*,*,*,*,*,*
52,NV,30900,32781,35431,37401,39024,40242,38348,36323,34379,34225,32147
522320,NV,589,682,550,530,499,311,258,213,220,191,160
54151,NV,5016,4775,5142,4605,4117,3540,3419,3250,3153,3372,3117
611420,NV,166,156,140,0,0,0,0,87,0,141,*
811212,NV,407,410,478,418,387,285,239,219,275,315,311
811213,NV,92,72,62,36,34,61,76,74,71,87,100
10,NH,1288560,1297336,1344550,1346781,1340607,1326521,1310432,1292562,1288248,1299605,1288289
11,NH,1753,1757,1820,1751,1832,1964,1962,1961,2031,2104,2124
323115,NH,82,114,64,63,0,42,37,0,0,0,18
33411,NH,1555,1577,1804,2140,2324,2759,2992,2963,3104,3653,3939
334611,NH,0,0,0,0,0,0,0,0,0,0,*
423430,NH,1240,1339,1475,1405,1389,1460,1448,1601,1730,1738,1769
425110,NH,169,183,191,193,213,230,382,372,439,513,443
443120,NH,958,784,900,986,923,947,894,914,941,1002,1075
454111,NH,0,0,0,0,0,0,0,0,0,0,*
51,NH,11617,12580,12647,12371,12659,12851,12652,12362,12963,13645,14035
511210,NH,2657,2871,3055,2667,2847,2910,2898,3042,3380,4077,4108
518,NH,805,739,753,806,1007,1092,1077,1082,1018,1151,1614
519130,NH,314,393,378,292,*,*,*,*,*,*,*
52,NH,26494,27052,28250,28290,29511,29160,27659,27480,27225,26349,25451
522320,NH,0,0,512,497,524,325,506,609,767,806,*
54151,NH,6654,6651,7307,6673,6195,6273,5486,4776,5092,6345,6334
611420,NH,82,74,0,0,0,0,75,106,120,163,175
811212,NH,195,211,243,251,262,261,233,225,238,308,356
811213,NH,421,435,526,566,574,605,500,553,0,0,*
10,NJ,8072028,8155654,8482448,8534274,8513402,8443344,8347204,8289650,8290557,8322489,8306703
11,NJ,10468,10018,10305,10358,10402,9693,9564,9972,9916,9768,9497
323115,NJ,1488,1309,1238,1204,1250,1106,1036,965,1422,1497,1550
33411,NJ,649,737,1002,1454,2433,2319,2413,2496,2526,3440,3508
334611,NJ,0,0,79,98,111,111,118,110,134,73,57
423430,NJ,7502,7655,9279,8560,8059,8177,7822,7790,8817,10360,10853
425110,NJ,852,983,1302,1652,1781,1969,2140,2158,2177,2908,2585
443120,NJ,4503,4594,4371,4910,5229,5354,5259,5820,7059,6682,7337
454111,NJ,2329,1901,1632,1384,1053,1198,686,0,0,0,*
51,NJ,81321,86349,94197,99331,99416,98091,99159,103677,114559,125698,125893
511210,NJ,4119,3967,4235,4360,4323,4254,4064,3641,3995,4513,4683
518,NJ,8221,8473,9089,11554,14920,13103,13535,14871,17510,18545,19283
519130,NJ,2125,2196,2428,1944,*,*,*,*,*,*,*
52,NJ,185607,190021,199912,204422,207133,205468,202579,203234,201157,196749,196044
522320,NJ,2489,2647,2588,2463,2788,3085,3343,2831,2014,2045,1980
54151,NJ,60583,60572,63118,60699,55826,51924,49779,50550,51769,58416,59829
611420,NJ,616,671,702,718,656,772,773,856,1070,1364,1683
811212,NJ,1878,1966,2254,2307,2422,2246,1893,1900,1529,1417,1375
811213,NJ,161,217,255,310,402,519,527,575,706,1231,1247
10,NM,1752204,1772488,1839195,1827199,1797563,1737554,1699178,1666937,1646524,1626357,1586780
11,NM,10672,10692,11224,10833,11342,11762,11966,12357,12443,12077,12103
323115,NM,65,65,74,46,47,43,39,39,35,24,20
33411,NM,168,173,195,170,163,0,171,210,210,225,225
423430,NM,321,305,356,358,318,323,390,367,324,322,350
425110,NM,124,162,285,314,247,216,186,201,230,216,176
443120,NM,371,404,650,718,733,781,740,732,772,878,920
454111,NM,62,65,57,62,60,52,0,0,27,29,18
51,NM,15477,15951,17196,17176,17035,15788,15992,17040,18001,18238,17817
511210,NM,243,264,291,301,328,304,295,280,291,278,277
518,NM,397,361,434,451,1829,2070,2066,2236,2540,2352,2132
519130,NM,77,71,73,100,*,*,*,*,*,*,*
52,NM,21504,22207,22404,22676,22926,23019,22755,22651,22398,22206,22149
522320,NM,85,78,79,82,100,109,241,120,87,83,73
54151,NM,4101,3939,3840,3491,3096,2826,2402,2319,2408,2882,3020
611420,NM,34,49,62,85,0,108,89,85,92,81,99
811212,NM,274,296,341,354,364,297,227,215,177,174,189
811213,NM,16,19,16,0,0,14,13,0,15,25,*
10,NY,18116393,18130107,18661767,18539551,18277432,18117555,17961485,17869592,17967875,18250114,18348369
11,NY,22532,22640,22460,21914,21600,21902,21998,21298,21151,21497,21201
323115,NY,1202,1326,1331,1356,1281,1221,1129,804,729,657,812
33411,NY,10591,11665,12739,13178,14677,15620,16033,16776,20014,15787,12369
334611,NY,75,99,120,146,284,280,296,284,306,351,347
423430,NY,11595,13039,13984,14276,13860,13847,14275,15199,15618,24213,23466
425110,NY,1446,1551,1706,1732,1637,1625,1802,2071,2890,3162,3827
443120,NY,7197,7503,7312,6750,6552,5972,6163,7125,7201,8568,9248
454111,NY,7022,6324,6453,6379,5669,5089,4356,3398,3481,4239,6055
51,NY,259234,259603,269991,271324,274444,276217,276434,283037,303107,331388,333413
511210,NY,4154,3751,4122,4143,3655,3785,3700,3605,4150,5139,5159
518,NY,13682,16025,15645,15744,23737,24315,24360,27195,28492,34191,37503
519130,NY,10315,7112,6855,6024,*,*,*,*,*,*,*
52,NY,490242,499807,538185,547231,541583,529351,519439,516892,527970,557683,564058
522320,NY,8894,7599,9347,8941,6890,6244,5355,4552,3889,3792,4356
54151,NY,80339,76701,78465,73739,67175,62697,60821,59218,62503,75899,82141
611420,NY,956,1027,1095,1108,1282,1324,1140,1293,1545,1753,1943
811212,NY,1304,1414,1613,1722,1831,1732,1767,1709,1853,2300,2606
811213,NY,1396,1487,1396,1507,1521,1434,1439,1487,1423,1202,1112
10,NC,8263435,8332771,8771850,8799984,8591042,8361306,8192542,8064958,8122311,8223338,8315653
11,NC,28845,28936,29051,29682,29279,29323,30766,30553,31414,31401,31094
323115,NC,870,922,1000,1033,906,672,538,429,445,425,423
33411,NC,11043,12606,14010,14365,14011,12458,12484,13378,15097,0,*
334611,NC,0,0,1255,1245,0,1100,1263,1429,1548,1677,1544
423430,NC,4868,4957,4955,4966,5849,6852,7075,6806,6211,3813,3669
425110,NC,2398,2265,2342,2625,2337,2723,2691,3054,3538,4124,4919
443120,NC,2701,2937,3582,3649,3464,3465,3558,3690,4695,5194,5424
454111,NC,961,908,1111,995,925,0,0,326,325,307,1181
51,NC,69244,70938,73343,74092,74455,77999,73608,76507,80172,1257,83122
511210,NC,7461,7092,6891,6698,6713,6500,6297,6101,6208,6189,6482
518,NC,9398,9436,9795,10165,11785,15856,11920,13403,15670,15186,14271
519130,NC,1436,1368,1193,909,*,*,*,*,*,*,*
52,NC,146890,147994,153492,153199,150472,142818,141143,138097,136811,125313,126449
522320,NC,622,726,669,765,698,580,642,879,867,1281,1198
54151,NC,32180,29908,31857,29817,26961,24419,23357,23463,23588,26103,27207
611420,NC,665,710,742,733,734,711,694,804,887,1145,1117
811212,NC,805,741,802,788,749,871,1127,1175,1477,1386,1409
811213,NC,179,162,176,182,200,216,217,196,203,242,240
10,ND,784587,764964,765226,747458,735551,719682,705299,691177,685578,684185,673391
11,ND,3663,3422,3219,3088,2914,2880,2873,2775,2661,2634,2500
323115,ND,0,0,0,0,0,0,0,0,0,*,*
33411,ND,700,706,704,647,640,0,0,0,0,0,*
334611,ND,*,*,*,*,0,0,0,0,0,0,*
423430,ND,65,64,56,43,71,69,69,54,57,59,43
425110,ND,18,24,27,40,37,29,33,42,0,12,*
443120,ND,0,328,0,410,458,473,428,469,511,546,623
454111,ND,0,298,293,292,316,365,377,361,0,409,*
51,ND,7508,7653,7526,7683,7594,7745,7791,7772,8024,8571,8529
511210,ND,1431,1502,1206,1180,1113,1095,1148,1177,1287,1321,1294
518,ND,1027,948,857,933,996,1208,1187,1147,1204,1591,1560
519130,ND,28,21,17,0,*,*,*,*,*,*,*
52,ND,16466,16385,16444,15998,15455,15175,15021,14825,14486,13313,13168
522320,ND,0,0,0,0,0,0,0,0,0,0,*
54151,ND,2596,2818,3356,3058,2608,2060,1673,1760,1633,1919,2086
611420,ND,0,0,0,0,0,0,0,0,0,7,*
811212,ND,45,42,39,37,26,29,28,25,24,30,*
811213,ND,103,104,99,73,57,55,47,56,51,54,63
10,OH,10556180,10633313,11223291,11365618,11381002,11371131,11342884,11320106,11422304,11618573,11771396
11,OH,13609,13346,13774,13615,13939,14136,14457,14451,14653,14711,15307
323115,OH,1342,1303,1503,1418,1434,1344,1464,1427,1286,1359,1394
33411,OH,1344,1451,1587,1949,1899,1760,1980,3123,3246,3709,3792
334611,OH,248,217,200,161,180,0,0,0,0,0,*
423430,OH,6252,6473,6812,7138,6976,6683,6930,7622,8444,9697,10252
425110,OH,1765,1732,1861,2175,2124,2245,2515,2833,3189,3636,3768
443120,OH,2810,3211,4246,4308,4878,4867,5053,5567,6983,8200,8918
454111,OH,5482,5047,2330,2058,1690,1406,1142,787,443,237,*
51,OH,89819,94298,100233,101667,102664,103898,106404,110873,115124,119372,120645
511210,OH,4975,4693,4647,3448,3541,3649,3588,3262,3019,3645,4150
518,OH,4887,4934,5123,5058,9574,9846,10480,11232,11990,12374,12579
519130,OH,4244,4202,4490,4711,*,*,*,*,*,*,*
52,OH,208896,212534,219442,227489,232380,231436,233504,233303,229879,227019,224926
522320,OH,7937,7902,8004,7747,6899,5067,5241,5413,5292,3027,2961
54151,OH,53642,52068,52595,49262,44253,41834,39031,38993,40759,45631,46242
611420,OH,349,401,469,580,682,736,796,864,890,971,979
811212,OH,958,977,1076,1312,1393,1527,1595,1533,1211,1169,1301
811213,OH,139,147,157,167,178,212,317,423,591,737,757
10,OK,3294737,3320071,3411417,3387071,3329042,3239046,3152052,3114242,3174032,3219504,3170550
11,OK,10174,10362,7375,7492,7428,7379,7191,7259,7376,7171,7008
323115,OK,221,228,265,280,282,281,275,277,297,301,300
33411,OK,853,935,954,890,861,859,744,969,1142,1706,2027
334611,OK,0,0,0,0,0,0,0,16,20,0,*
423430,OK,1046,1083,1286,1143,1156,919,767,817,830,854,813
425110,OK,485,468,504,530,595,605,664,677,769,722,696
443120,OK,900,944,1056,1226,1394,1505,3530,2944,3098,3091,3645
454111,OK,219,214,0,0,0,91,0,0,58,48,*
51,OK,26908,29415,30609,30333,31414,31955,33456,34177,37151,38669,38215
511210,OK,439,817,732,727,596,650,634,613,629,723,906
518,OK,1836,1661,1565,1585,2981,3002,3025,3523,3854,3721,3499
519130,OK,294,322,328,340,*,*,*,*,*,*,*
52,OK,55438,56842,57513,56864,56303,55431,56174,55456,54883,54015,53039
522320,OK,208,274,212,541,624,569,666,702,674,731,947
54151,OK,7062,7484,7289,6467,5834,5602,5868,6031,6149,6431,6485
611420,OK,0,0,0,34,35,38,59,0,113,140,159
811212,OK,166,191,218,220,237,228,227,285,251,291,272
811213,OK,154,141,56,62,63,62,77,91,58,198,194
10,OR,3476231,3494619,3705095,3726784,3666454,3571402,3440257,3376322,3399046,3447019,3456160
11,OR,48622,48749,52517,52799,51902,51209,51810,50755,49902,49256,49694
323115,OR,235,196,316,319,290,261,222,184,180,176,238
33411,OR,3017,3265,3549,3487,3595,3817,3642,3618,3827,5261,5499
334611,OR,0,0,0,0,0,0,*,*,0,3,*
423430,OR,1147,1209,1328,1550,1342,1311,1267,1555,1693,1618,1659
425110,OR,102,99,133,133,173,157,148,138,153,181,184
443120,OR,1149,1101,1300,1238,1304,1280,962,1065,1250,1477,1599
454111,OR,1449,1286,1188,1170,1015,847,640,489,379,484,*
51,OR,33430,34259,37311,37396,35167,33867,33135,34013,36475,40069,39637
511210,OR,9057,8876,9285,9156,8185,7275,6613,7189,7838,9129,8623
518,OR,3964,4052,4176,3943,3983,3726,3587,3119,3166,3456,3729
519130,OR,657,640,615,358,*,*,*,*,*,*,*
52,OR,56261,57952,60332,62009,62287,60700,59253,60387,58541,57901,57087
522320,OR,1535,1788,1923,1825,1522,1444,1468,2132,2945,2822,2381
54151,OR,10010,9734,9660,9194,9002,8575,8216,8026,9446,11485,12091
611420,OR,0,0,0,0,0,0,171,173,161,215,*
811212,OR,317,370,447,425,451,473,445,412,358,524,470
811213,OR,46,50,45,40,50,55,66,61,57,68,64
10,PA,11674197,11663271,12039635,12020878,11930623,11819737,11708794,11659923,11722305,11807860,11802719
11,PA,22916,22976,23120,22716,23323,23680,23429,23836,23649,23879,23331
323115,PA,913,850,903,835,764,676,570,520,504,540,567
33411,PA,1630,1669,2038,2344,2513,3005,3046,3426,0,4008,*
334611,PA,0,581,2982,2851,2635,2535,2410,2513,2777,2959,2523
423430,PA,6839,7027,7515,7623,7501,7067,7368,7603,8477,9540,9791
425110,PA,2542,2646,2868,3170,3356,4380,4731,5639,6198,5808,5557
443120,PA,2356,2460,4254,4160,7366,6821,6812,8186,8353,8756,9083
454111,PA,2787,2346,1998,1998,2428,1942,1771,1889,2210,2889,1972
51,PA,96639,102900,108919,110070,111735,111324,114386,125291,130263,137600,137522
511210,PA,5284,5227,4578,4160,4216,3780,4102,4627,4632,4760,5240
518,PA,10397,10527,11121,11146,14021,13061,13728,19995,21827,23980,23649
519130,PA,1430,1336,1307,1074,*,*,*,*,*,*,*
52,PA,252815,258074,264186,265612,268237,266993,268218,269833,267591,270052,269655
522320,PA,1240,1631,1568,1481,1992,2320,2326,2774,2514,2064,2101
54151,PA,52154,51976,50790,47860,45833,44055,41857,36702,38447,39417,41511
611420,PA,586,670,761,847,962,1177,1209,1256,1378,1330,1682
811212,PA,1519,1549,1437,1467,1500,1870,1775,2097,1863,1796,1985
811213,PA,558,573,522,480,548,800,787,764,761,745,714
10,RI,955130,958344,1001139,1022766,1024029,1017418,1014735,1009994,1001663,1001873,996578
11,RI,0,729,781,799,861,869,798,760,0,0,830
323115,RI,106,94,97,102,84,83,42,0,0,71,44
33411,RI,0,0,0,126,106,265,391,412,405,411,422
334611,RI,0,0,0,0,0,0,0,0,0,0,*
423430,RI,129,178,199,241,275,301,317,324,315,317,329
425110,RI,33,49,59,48,53,52,88,105,107,118,113
443120,RI,0,179,0,0,0,342,341,374,394,447,522
454111,RI,0,0,0,0,0,0,0,24,23,21,38
51,RI,10198,10335,10924,10654,11183,10928,11021,11144,11132,11061,10884
511210,RI,855,888,822,944,987,945,884,837,937,975,*
518,RI,2918,2842,2560,2526,2837,2805,2953,2992,2784,2350,2513
519130,RI,54,49,49,63,*,*,*,*,*,*,*
52,RI,23417,23637,25086,26508,26501,25920,25613,25409,24936,24593,23230
522320,RI,90,0,0,96,97,84,75,40,0,38,44
54151,RI,5106,5192,5234,4791,4569,4377,3911,3508,3289,3448,3553
611420,RI,0,0,0,0,0,0,0,0,0,0,*
811212,RI,113,115,106,106,101,106,100,96,123,115,110
811213,RI,34,0,35,34,33,0,22,27,28,28,*
10,SC,3850842,3868333,4089061,4110196,4032622,3956976,3891672,3846254,3842487,3883600,3953216
11,SC,11323,11349,11753,12060,12610,12558,12736,12415,12652,12418,12638
323115,SC,111,117,138,246,210,189,76,43,38,33,34
33411,SC,827,851,989,817,690,725,876,837,826,600,577
334611,SC,0,0,20,22,34,34,37,34,36,34,*
423430,SC,1296,1398,1537,1696,1931,1504,1112,859,861,663,838
425110,SC,1149,1141,1371,1476,1530,1743,2119,2292,2475,3068,3074
443120,SC,1593,1623,1656,1705,1865,2238,2275,2392,2502,3250,3526
454111,SC,220,161,0,155,131,112,0,0,0,0,*
51,SC,27635,29029,30326,29533,29371,28774,27957,28830,30353,31051,31960
511210,SC,1389,1349,1302,1130,1142,1137,914,887,881,945,1100
518,SC,2808,2831,2673,2233,2989,2620,2202,2282,2441,2804,3610
519130,SC,212,172,162,92,*,*,*,*,*,*,*
52,SC,66083,68373,69987,70042,68812,66082,64943,64650,62334,60163,58975
522320,SC,426,535,520,345,262,227,206,207,178,165,146
54151,SC,8908,8369,8239,7881,6813,6777,7301,8341,8484,8888,7520
611420,SC,111,89,0,0,0,77,91,130,0,0,*
811212,SC,176,189,226,295,409,406,582,727,606,474,388
811213,SC,87,113,131,176,189,168,151,159,187,212,231
10,SD,850860,850215,864290,853524,836845,820440,808313,797075,794881,797044,787313
11,SD,4135,3933,3750,3515,3314,3181,3013,2873,2756,2717,2619
323115,SD,12,13,0,0,10,0,11,15,17,17,*
33411,SD,11,0,0,0,0,0,0,0,0,0,*
334611,SD,*,*,*,*,*,*,*,*,0,0,*
423430,SD,162,163,103,88,88,84,94,98,103,103,102
425110,SD,50,47,51,58,85,95,74,73,113,129,150
443120,SD,0,0,0,0,0,0,356,354,0,0,*
454111,SD,49,0,0,0,0,22,6,4,4,0,*
51,SD,6766,6924,7182,7379,7187,6838,6824,6824,7315,7306,7375
511210,SD,0,0,0,0,0,0,219,286,326,332,303
518,SD,80,74,61,63,120,131,187,158,372,350,406
519130,SD,13,34,31,22,*,*,*,*,*,*,*
52,SD,25248,26578,27020,26907,25524,24413,23891,23953,24354,24396,22845
522320,SD,4296,5150,5452,5574,5031,4359,4490,4875,4872,4434,3645
54151,SD,1715,1725,1677,1588,1067,760,730,714,706,858,876
611420,SD,0,19,26,32,0,0,0,30,0,0,22
811212,SD,108,100,73,78,74,77,79,47,33,38,*
811213,SD,22,25,26,28,0,12,0,10,7,0,*
10,TN,5537098,5546723,5860038,5899643,5860531,5769509,5687336,5591364,5595170,5635093,5714602
11,TN,7296,7295,6978,6966,6923,6786,6801,7006,7181,7496,7024
323115,TN,499,473,602,581,459,366,233,283,170,179,*
33411,TN,1215,1359,1853,1812,1955,0,0,0,2286,2934,2570
334611,TN,15,10,0,0,0,91,0,104,0,0,*
423430,TN,2238,2647,2856,3030,2884,2885,2856,2921,3273,3805,4453
425110,TN,832,791,912,1163,1113,1051,1104,1224,1564,1704,1868
443120,TN,2968,2920,3220,3194,3132,2957,2647,2269,2276,2582,2877
454111,TN,721,729,708,689,769,826,937,790,844,930,*
51,TN,44852,47248,50318,49667,50037,49910,49722,51537,52707,54401,54011
511210,TN,1284,1184,1179,1145,1008,982,852,801,704,758,816
518,TN,4256,4166,4293,3577,3629,3343,3573,3966,4380,5024,4475
519130,TN,355,395,421,306,*,*,*,*,*,*,*
52,TN,104110,105410,107862,107065,106156,104707,104377,102658,101273,102559,102247
522320,TN,4082,3879,3776,3362,3185,3183,3372,2581,2204,2268,2193
54151,TN,12752,12482,12615,12122,10745,10008,9428,9809,10007,10700,10389
611420,TN,156,159,191,200,190,189,225,294,398,532,511
811212,TN,1052,1087,1098,1014,993,913,857,718,1124,1080,957
811213,TN,394,394,474,505,484,432,430,546,778,783,723
